"nom_sci","xcoord","ycoord","annee","code_spe","groupe"
"Sus scrofa","177351.516","6812280.091","2018","10","3"
"Meles meles","172615.950443","6792854.49578","2018","7","3"
"Meles meles","175369.791871","6789029.12314","2018","7","3"
"Capreolus capreolus","173976.939392","6790938.70764","2018","9","4"
"Meles meles","172698.458444","6792483.49032","2018","7","3"
"Meles meles","174982.171172","6796113.98705","2018","7","3"
"Meles meles","172679.573694","6792580.34494","2018","7","3"
"Capreolus capreolus","175369.791871","6789029.12314","2018","9","4"
"Sus scrofa","160954.313111","6833679.64519","2018","10","3"
"Capreolus capreolus","216294.6149","6816187.5528","2018","9","4"
"Capreolus capreolus","216294.6149","6816187.5528","2018","9","4"
"Capreolus capreolus","177958.129005","6814031.47156","2018","9","4"
"Meles meles","216294.6149","6816187.5528","2018","7","3"
"Meles meles","184099.787325","6847491.3744","2018","7","3"
"Sus scrofa","201207.493323","6852991.13927","2018","10","3"
"Sus scrofa","201207.493323","6852991.13927","2018","10","3"
"Capreolus capreolus","199854.278537","6775265.82229","2018","9","4"
"Capreolus capreolus","203578.59788","6773904.56394","2018","9","4"
"Meles meles","189573.424565","6777781.61705","2018","7","3"
"Meles meles","176866.213167","6808971.16845","2018","7","3"
"Meles meles","186481.587775","6812234.0853","2018","7","3"
"Meles meles","167386.137","6825058.382","2018","7","3"
"Meles meles","161416.922","6833491.625","2018","7","3"
"Meles meles","156107.015603","6842778.17093","2018","7","3"
"Meles meles","154736.105","6842165.617","2018","7","3"
"Meles meles","154736.105","6842165.617","2018","7","3"
"Capreolus capreolus","207923.575671","6850978.86371","2018","9","4"
"Meles meles","188549.491","6847954.584","2018","7","3"
"Meles meles","211767.689711","6850644.34357","2018","7","3"
"Meles meles","162870.861162","6845411.61601","2018","7","3"
"Meles meles","167020.792","6845589.092","2018","7","3"
"Meles meles","169067.956868","6845999.89388","2018","7","3"
"Meles meles","210946.361052","6851139.2151","2018","7","3"
"Meles meles","214170.440232","6850087.997","2018","7","3"
"Sus scrofa","184644.47394","6782036.54021","2018","10","3"
"Meles meles","201959.464719","6774355.44589","2018","7","3"
"Capreolus capreolus","188007.290841","6778827.09094","2018","9","4"
"Meles meles","200522.711895","6775082.12141","2018","7","3"
"Capreolus capreolus","206968.578523","6814889.13477","2018","9","4"
"Sus scrofa","190952.368544","6849061.51984","2018","10","3"
"Meles meles","174185.838484","6846610.00059","2018","7","3"
"Capreolus capreolus","192669.752978","6850063.08328","2018","9","4"
"Capreolus capreolus","194404.637","6851355.382","2018","9","4"
"Capreolus capreolus","169751.003982","6846150.2912","2018","9","4"
"Meles meles","204572.296354","6773813.5863","2018","7","3"
"Capreolus capreolus","180512.785","6785605.905","2018","9","4"
"Capreolus capreolus","186692.369729","6780036.34071","2018","9","4"
"Capreolus capreolus","172824.079492","6819478.20154","2018","9","4"
"Capreolus capreolus","176663.57341","6799919.97218","2018","9","4"
"Capreolus capreolus","176116.219471","6798868.40991","2018","9","4"
"Meles meles","172615.950443","6792854.49578","2018","7","3"
"Capreolus capreolus","177235.033288","6800850.61191","2018","9","4"
"Capreolus capreolus","172504.431636","6793436.12276","2018","9","4"
"Capreolus capreolus","177899.737425","6802613.81914","2018","9","4"
"Capreolus capreolus","175969.579741","6798398.31745","2018","9","4"
"Capreolus capreolus","173863.191","6795020.304","2018","9","4"
"Capreolus capreolus","173274.697616","6816392.63421","2018","9","4"
"Capreolus capreolus","177663.248883","6805975.2509","2018","9","4"
"Capreolus capreolus","172642.298617","6792758.22862","2018","9","4"
"Capreolus capreolus","175608.018","6797350.402","2018","9","4"
"Capreolus capreolus","177203.161118","6811392.29732","2018","9","4"
"Meles meles","157543.534643","6834381.97895","2018","7","3"
"Meles meles","158177.658237","6834368.48989","2018","7","3"
"Meles meles","168109.931","6824478.089","2018","7","3"
"Capreolus capreolus","158577.746","6834367.875","2018","9","4"
"Capreolus capreolus","163730.192281","6831118.68359","2018","9","4"
"Capreolus capreolus","169225.874434","6823351.39132","2018","9","4"
"Capreolus capreolus","201673.182222","6812036.65644","2018","9","4"
"Meles meles","188799.2976","6811745.0959","2018","7","3"
"Capreolus capreolus","196560.724152","6811160.13304","2018","9","4"
"Capreolus capreolus","187216.323201","6811928.11856","2018","9","4"
"Capreolus capreolus","166441.050584","6845445.34302","2018","9","4"
"Capreolus capreolus","183764.491136","6847398.91661","2018","9","4"
"Capreolus capreolus","169751.003982","6846150.2912","2018","9","4"
"Capreolus capreolus","204508.991924","6851728.35778","2018","9","4"
"Meles meles","203138.728149","6852368.86086","2018","7","3"
"Capreolus capreolus","206715.655847","6851540.56982","2018","9","4"
"Capreolus capreolus","182824.403633","6847387.53369","2018","9","4"
"Capreolus capreolus","188620.497389","6847978.10002","2018","9","4"
"Capreolus capreolus","191898.445773","6849477.76111","2018","9","4"
"Capreolus capreolus","215097.272237","6768373.5704","2018","9","4"
"Capreolus capreolus","200143.340152","6775205.11464","2018","9","4"
"Capreolus capreolus","204672.378","6773806.532","2018","9","4"
"Capreolus capreolus","213018.190094","6770377.91764","2018","9","4"
"Capreolus capreolus","204177.20654","6773873.92599","2018","9","4"
"Capreolus capreolus","198146.174002","6775350.05243","2018","9","4"
"Capreolus capreolus","208521.132103","6772193.64505","2018","9","4"
"Capreolus capreolus","215162.819397","6768297.55209","2018","9","4"
"Capreolus capreolus","213455.185822","6769968.11703","2018","9","4"
"Capreolus capreolus","190168.472695","6777415.3915","2018","9","4"
"Capreolus capreolus","195021.338","6775682.423","2018","9","4"
"Capreolus capreolus","186774.495631","6779980.65256","2018","9","4"
"Capreolus capreolus","196467.11574","6775296.47816","2018","9","4"
"Capreolus capreolus","189498.671","6777857.807","2018","9","4"
"Meles meles","464574.185358","6823087.24419","2018","7","3"
"Sus scrofa","428750.995042","6798913.8254","2018","10","3"
"Sus scrofa","428750.995042","6798913.8254","2018","10","3"
"Sus scrofa","423870.647629","6787843.16022","2018","10","3"
"Sus scrofa","426309.917867","6791800.67897","2018","10","3"
"Sus scrofa","426309.917867","6791800.67897","2018","10","3"
"Sus scrofa","426309.917867","6791800.67897","2018","10","3"
"Sus scrofa","452629.676925","6818092.51711","2018","10","3"
"Sus scrofa","426768.333986","6792988.45725","2018","10","3"
"Sus scrofa","446722.559699","6814159.22802","2018","10","3"
"Sus scrofa","446722.559699","6814159.22802","2018","10","3"
"Sus scrofa","426720.909855","6792900.3048","2018","10","3"
"Sus scrofa","412085.568416","6807039.97569","2018","10","3"
"Sus scrofa","422224.821923","6773931.42763","2018","10","3"
"Capreolus capreolus","420893.535753","6733192.84548","2018","9","4"
"Sus scrofa","421901.449656","6739606.16639","2018","10","3"
"Sus scrofa","421901.449656","6739606.16639","2018","10","3"
"Capreolus capreolus","421989.819536","6741490.0576","2018","9","4"
"Sus scrofa","423240.836298","6771247.84619","2018","10","3"
"Capreolus capreolus","420643.566155","6732947.89279","2018","9","4"
"Meles meles","429005.100221","6799274.96886","2018","7","3"
"Capreolus capreolus","411932.30118","6807026.45284","2018","9","4"
"Sus scrofa","438857.21973","6810754.38062","2018","10","3"
"Meles meles","444193.156099","6812269.47458","2018","7","3"
"Meles meles","420066.37168","6807785.5504","2018","7","3"
"Meles meles","435020.036743","6808912.73308","2018","7","3"
"Meles meles","414108.307006","6807223.39773","2018","7","3"
"Meles meles","423623.361717","6787568.5773","2018","7","3"
"Capreolus capreolus","421107.895398","6733322.17795","2018","9","4"
"Capreolus capreolus","421901.449656","6739606.16639","2018","9","4"
"Capreolus capreolus","425010.998305","6760720.16802","2018","9","4"
"Meles meles","427990.678912","6807332.39439","2018","7","3"
"Meles meles","432593.720628","6804449.98864","2018","7","3"
"Capreolus capreolus","421671.547464","6785349.54262","2018","9","4"
"Capreolus capreolus","425746.378101","6807547.67157","2018","9","4"
"Meles meles","422197.434218","6785608.39685","2018","7","3"
"Capreolus capreolus","429618.746096","6799998.40452","2018","9","4"
"Sus scrofa","424516.452","6764012.139","2018","10","3"
"Meles meles","422606.458728","6772783.09757","2018","7","3"
"Capreolus capreolus","421576.789766","6776502.95203","2018","9","4"
"Capreolus capreolus","428708.280884","6798823.36612","2018","9","4"
"Meles meles","433368.858674","6804726.18725","2018","7","3"
"Meles meles","419627.102884","6807743.38186","2018","7","3"
"Sus scrofa","419764.253503","6807756.66966","2018","10","3"
"Capreolus capreolus","439448.445502","6810994.42501","2018","9","4"
"Capreolus capreolus","424364.276089","6788404.19468","2018","9","4"
"Capreolus capreolus","424870.551461","6788976.73404","2018","9","4"
"Meles meles","422193.86742","6745457.3443","2018","7","3"
"Capreolus capreolus","421792.260202","6737445.20294","2018","9","4"
"Capreolus capreolus","424585.441256","6763620.19137","2018","9","4"
"Sus scrofa","349673.829809","6694397.01536","2018","10","3"
"Meles meles","339424.692148","6702276.57987","2018","7","3"
"Sus scrofa","350821.266298","6694615.86282","2018","10","3"
"Sus scrofa","350821.266298","6694615.86282","2018","10","3"
"Sus scrofa","350821.266298","6694615.86282","2018","10","3"
"Sus scrofa","350821.266298","6694615.86282","2018","10","3"
"Sus scrofa","345920.092181","6694451.4015","2018","10","3"
"Sus scrofa","346169.046069","6694348.0636","2018","10","3"
"Sus scrofa","345691.602455","6694557.59444","2018","10","3"
"Meles meles","350460.528943","6690572.46203","2018","7","3"
"Sus scrofa","356386.147876","6683115.84261","2018","10","3"
"Sus scrofa","349937.437","6699803.142","2018","10","3"
"Sus scrofa","349937.437","6699803.142","2018","10","3"
"Sus scrofa","351682.393155","6728103.08615","2018","10","3"
"Sus scrofa","351682.393155","6728103.08615","2018","10","3"
"Sus scrofa","351682.393155","6728103.08615","2018","10","3"
"Meles meles","350988.887","6723019.844","2018","7","3"
"Sus scrofa","349272.969316","6706744.4744","2018","10","3"
"Sus scrofa","407434.352155","6661869.75893","2018","10","3"
"Meles meles","406832.68963","6662394.35228","2018","7","3"
"Meles meles","327981.44","6708392.093","2018","7","3"
"Meles meles","321241.901","6707282.059","2018","7","3"
"Meles meles","321644.534128","6707260.37094","2018","7","3"
"Meles meles","322443.74618","6707209.04937","2018","7","3"
"Meles meles","312531.102","6719213.077","2018","7","3"
"Meles meles","339470.373","6702187.432","2018","7","3"
"Meles meles","338930.203","6703031.266","2018","7","3"
"Sus scrofa","368612.085077","6683530.69517","2018","10","3"
"Sus scrofa","358191.660398","6680746.6028","2018","10","3"
"Sus scrofa","358191.660398","6680746.6028","2018","10","3"
"Sus scrofa","348734.991837","6694242.39998","2018","10","3"
"Sus scrofa","343438.411224","6696663.63487","2018","10","3"
"Sus scrofa","339517.994146","6702096.29738","2018","10","3"
"Sus scrofa","339517.994146","6702096.29738","2018","10","3"
"Sus scrofa","339517.994146","6702096.29738","2018","10","3"
"Sus scrofa","339517.994146","6702096.29738","2018","10","3"
"Sus scrofa","339517.994146","6702096.29738","2018","10","3"
"Sus scrofa","339517.994146","6702096.29738","2018","10","3"
"Meles meles","342451.698821","6697929.212","2018","7","3"
"Sus scrofa","349171.39181","6694334.8451","2018","10","3"
"Sus scrofa","346033.530133","6694488.61438","2018","10","3"
"Sus scrofa","357210.823005","6683435.773","2018","10","3"
"Sus scrofa","361853.621488","6697742.15498","2018","10","3"
"Sus scrofa","362708.638262","6689894.96204","2018","10","3"
"Meles meles","367217.747","6684053.961","2018","7","3"
"Sus scrofa","358267.880059","6684299.22004","2018","10","3"
"Sus scrofa","407434.352155","6661869.75893","2018","10","3"
"Meles meles","406832.68963","6662394.35228","2018","7","3"
"Capreolus capreolus","349993.51089","6710706.69957","2018","9","4"
"Sus scrofa","349406.600768","6701502.40911","2018","10","3"
"Sus scrofa","352499.568558","6696564.60675","2018","10","3"
"Meles meles","351818.233","6728889.35","2018","7","3"
"Meles meles","349855.145254","6709523.62294","2018","7","3"
"Meles meles","352137.675668","6697153.53703","2018","7","3"
"Meles meles","347417.494796","6744718.91006","2018","7","3"
"Sus scrofa","351424.177493","6735394.69849","2018","10","3"
"Meles meles","350048.495187","6710897.11399","2018","7","3"
"Meles meles","321790.978781","6713156.95747","2018","7","3"
"Meles meles","315984.023","6717703.532","2018","7","3"
"Sus scrofa","334815.926053","6704779.59332","2018","10","3"
"Sus scrofa","334815.926053","6704779.59332","2018","10","3"
"Meles meles","338572.583054","6703377.27921","2018","7","3"
"Meles meles","330857.10402","6706634.39316","2018","7","3"
"Meles meles","330793.6094","6706701.2593","2018","7","3"
"Sus scrofa","339880.517333","6701384.56375","2018","10","3"
"Sus scrofa","350721.123877","6694599.84088","2018","10","3"
"Capreolus capreolus","345920.092181","6694451.4015","2018","9","4"
"Sus scrofa","346291.503558","6694069.74242","2018","10","3"
"Sus scrofa","350641.901479","6737232.33647","2018","10","3"
"Sus scrofa","350641.901479","6737232.33647","2018","10","3"
"Sus scrofa","350641.901479","6737232.33647","2018","10","3"
"Meles meles","352109.137238","6697249.35658","2018","7","3"
"Meles meles","349939.085237","6710516.12742","2018","7","3"
"Capreolus capreolus","347450.557053","6744522.59012","2018","9","4"
"Meles meles","330592.670469","6706923.11167","2018","7","3"
"Meles meles","338930.203","6703031.266","2018","7","3"
"Meles meles","338930.203","6703031.266","2018","7","3"
"Cervus elaphus","334720.10045","6704806.4383","2018","8","4"
"Cervus elaphus","334720.10045","6704806.4383","2018","8","4"
"Capreolus capreolus","309547.128","6721795.386","2018","9","4"
"Sus scrofa","328243.175279","6708492.64374","2018","10","3"
"Meles meles","323227.991","6707057.94","2018","7","3"
"Meles meles","392066.113228","6676319.65828","2018","7","3"
"Sus scrofa","378587.572","6681431.717","2018","10","3"
"Meles meles","373749.229243","6681870.76362","2018","7","3"
"Sus scrofa","358131.301427","6680942.34292","2018","10","3"
"Sus scrofa","358131.301427","6680942.34292","2018","10","3"
"Meles meles","344137.248","6695700.257","2018","7","3"
"Capreolus capreolus","344071.298543","6695775.18354","2018","9","4"
"Capreolus capreolus","345209.449275","6694807.27713","2018","9","4"
"Capreolus capreolus","342904.466007","6697364.00663","2018","9","4"
"Capreolus capreolus","342904.466007","6697364.00663","2018","9","4"
"Capreolus capreolus","341881.093818","6698629.23244","2018","9","4"
"Capreolus capreolus","350188.928211","6712070.09409","2018","9","4"
"Capreolus capreolus","350198.202305","6711866.91401","2018","9","4"
"Capreolus capreolus","350522.112289","6714288.4735","2018","9","4"
"Capreolus capreolus","349063.260454","6739268.45036","2018","9","4"
"Meles meles","349966.11038","6710611.46508","2018","7","3"
"Capreolus capreolus","351923.82","6734305.872","2018","9","4"
"Capreolus capreolus","351154.800828","6735932.33857","2018","9","4"
"Capreolus capreolus","351009.296768","6723817.49898","2018","9","4"
"Capreolus capreolus","350570.668","6713094.066","2018","9","4"
"Capreolus capreolus","351697.291","6727903.734","2018","9","4"
"Capreolus capreolus","349476.176313","6700904.11023","2018","9","4"
"Meles meles","351007.57479","6721621.40074","2018","7","3"
"Sus scrofa","350496.358608","6714587.66063","2018","10","3"
"Capreolus capreolus","348716.065203","6705096.86612","2018","9","4"
"Capreolus capreolus","350157.731576","6711273.77391","2018","9","4"
"Capreolus capreolus","348225.619505","6740969.24659","2018","9","4"
"Capreolus capreolus","347645.428311","6742348.65486","2018","9","4"
"Capreolus capreolus","385663.753463","6678545.17553","2018","9","4"
"Capreolus capreolus","391033.355","6676689.72","2018","9","4"
"Capreolus capreolus","407654.791276","6661662.04799","2018","9","4"
"Capreolus capreolus","390916.189573","6676719.45582","2018","9","4"
"Capreolus capreolus","380673.647344","6681222.01294","2018","9","4"
"Meles meles","375114.755138","6681687.70073","2018","7","3"
"Meles meles","377586.662","6681446.038","2018","7","3"
"Capreolus capreolus","332302.135548","6705719.32464","2018","9","4"
"Capreolus capreolus","318011.298521","6716241.80027","2018","9","4"
"Capreolus capreolus","337617.206229","6703910.53168","2018","9","4"
"Capreolus capreolus","309799.072662","6721622.6484","2018","9","4"
"Meles meles","324851.518","6710102.191","2018","7","3"
"Capreolus capreolus","326602.273","6709169.566","2018","9","4"
"Capreolus capreolus","316564.2114","6717554.66393","2018","9","4"
"Meles meles","329920.8615","6708899.3782","2018","7","3"
"Sus scrofa","327981.44","6708392.093","2018","10","3"
"Sus scrofa","308994.27","6704292.507","2018","10","3"
"Sus scrofa","322244.101","6707230.043","2018","10","3"
"Capreolus capreolus","331831.442783","6710173.02629","2018","9","4"
"Meles meles","349265.459952","6758229.90649","2018","7","3"
"Sus scrofa","360343.886","6789279.24","2018","10","3"
"Sus scrofa","361309.835","6789047.744","2018","10","3"
"Sus scrofa","339812.520182","6795516.23749","2018","10","3"
"Sus scrofa","322421.431864","6780259.72542","2018","10","3"
"Sus scrofa","323357.915","6801979.214","2018","10","3"
"Meles meles","315087.689473","6810515.90294","2018","7","3"
"Sus scrofa","354669.335175","6792555.96524","2018","10","3"
"Sus scrofa","354624.473573","6792587.81402","2018","10","3"
"Meles meles","354030.069107","6792629.03879","2018","7","3"
"Meles meles","360395.951925","6789267.22499","2018","7","3"
"Sus scrofa","346654.022626","6791642.48807","2018","10","3"
"Sus scrofa","368485.3528","6802587.25335","2018","10","3"
"Capreolus capreolus","369734.617009","6802934.72646","2018","9","4"
"Sus scrofa","371712.536","6803890.684","2018","10","3"
"Sus scrofa","358232.586206","6794017.03332","2018","10","3"
"Sus scrofa","358096.730357","6793755.76897","2018","10","3"
"Sus scrofa","358084.127209","6793558.7458","2018","10","3"
"Meles meles","380179.905641","6825911.12601","2018","7","3"
"Meles meles","376715.451935","6808893.51864","2018","7","3"
"Capreolus capreolus","380391.306664","6824630.15758","2018","9","4"
"Meles meles","349243.666758","6756619.43451","2018","7","3"
"Sus scrofa","349878.973462","6774729.74995","2018","10","3"
"Sus scrofa","352038.5382","6785580.3261","2018","10","3"
"Sus scrofa","349346.484805","6757895.51681","2018","10","3"
"Sus scrofa","346980.319927","6746983.6599","2018","10","3"
"Sus scrofa","346980.319927","6746983.6599","2018","10","3"
"Sus scrofa","350904.572738","6792567.72771","2018","10","3"
"Sus scrofa","355721.553535","6792303.65114","2018","10","3"
"Capreolus capreolus","360102.859361","6789578.44516","2018","9","4"
"Capreolus capreolus","358298.744367","6793134.60723","2018","9","4"
"Meles meles","370320.619763","6803081.53975","2018","7","3"
"Capreolus capreolus","376775.119862","6808973.20459","2018","9","4"
"Capreolus capreolus","380324.078292","6811170.06646","2018","9","4"
"Capreolus capreolus","380496.880709","6823936.6344","2018","9","4"
"Meles meles","381077.358527","6822237.97658","2018","7","3"
"Sus scrofa","381346.736361","6816041.99944","2018","10","3"
"Meles meles","381331.852","6812125.635","2018","7","3"
"Sus scrofa","381185.59935","6819754.73845","2018","10","3"
"Sus scrofa","381198.132386","6819555.23828","2018","10","3"
"Sus scrofa","369934.135","6802989.237","2018","10","3"
"Meles meles","386073.407113","6814234.22199","2018","7","3"
"Capreolus capreolus","381726.999203","6813551.57554","2018","9","4"
"Capreolus capreolus","339516.249126","6795565.9268","2018","9","4"
"Meles meles","342531.876531","6785757.44448","2018","7","3"
"Meles meles","325288.74","6801651.116","2018","7","3"
"Capreolus capreolus","351185.3117","6769076.9711","2018","9","4"
"Capreolus capreolus","350011.793612","6765520.25511","2018","9","4"
"Sus scrofa","397011.046","6784237.885","2018","10","3"
"Sus scrofa","379865.585904","6783847.86269","2018","10","3"
"Capreolus capreolus","389401.424","6782659.793","2018","9","4"
"Capreolus capreolus","390477.957054","6782809.71702","2018","9","4"
"Capreolus capreolus","373813.204","6785817.722","2018","9","4"
"Meles meles","330114.984","6798992.516","2018","7","3"
"Meles meles","327041.865457","6799829.05285","2018","7","3"
"Capreolus capreolus","340100.376183","6795475.21372","2018","9","4"
"Capreolus capreolus","320595.990303","6803689.48657","2018","9","4"
"Capreolus capreolus","319068.359645","6806769.71886","2018","9","4"
"Capreolus capreolus","318796.538712","6800184.74967","2018","9","4"
"Capreolus capreolus","346503.605761","6788686.2109","2018","9","4"
"Capreolus capreolus","356528.508689","6787548.23728","2018","9","4"
"Capreolus capreolus","346884.059359","6749289.17063","2018","9","4"
"Capreolus capreolus","348928.3501","6759855.1704","2018","9","4"
"Meles meles","350054.362618","6766118.79584","2018","7","3"
"Capreolus capreolus","350380.451962","6778276.487","2018","9","4"
"Capreolus capreolus","349357.565201","6757796.71168","2018","9","4"
"Capreolus capreolus","351275.979426","6769359.94488","2018","9","4"
"Capreolus capreolus","365555.348008","6787691.06912","2018","9","4"
"Meles meles","371962.829","6786575.073","2018","7","3"
"Capreolus capreolus","381461.711","6783678.175","2018","9","4"
"Capreolus capreolus","381961.912297","6783616.5553","2018","9","4"
"Capreolus capreolus","383643.535418","6783318.34753","2018","9","4"
"Capreolus capreolus","321060.482694","6803232.73721","2018","9","4"
"Capreolus capreolus","342757.709807","6785863.98205","2018","9","4"
"Meles meles","322330.19656","6800879.28238","2018","7","3"
"Capreolus capreolus","325291.637","6801676.634","2018","9","4"
"Capreolus capreolus","322797.03987","6802179.24146","2018","9","4"
"Capreolus capreolus","320745.952463","6803491.08664","2018","9","4"
"Capreolus capreolus","339239.803509","6795683.397","2018","9","4"
"Capreolus capreolus","341116.63","6785138","2018","9","4"
"Capreolus capreolus","320022.231951","6804920.19364","2018","9","4"
"Capreolus capreolus","328332.820811","6799125.0184","2018","9","4"
"Meles meles","339125.524","6785093.053","2018","7","3"
"Capreolus capreolus","345262.344251","6792786.50877","2018","9","4"
"Capreolus capreolus","349495.602131","6791262.88896","2018","9","4"
"Sus scrofa","358013.21","6793227.043","2018","10","3"
"Capreolus capreolus","348832.8708","6791110.20087","2018","9","4"
"Capreolus capreolus","353360.453146","6785903.25896","2018","9","4"
"Capreolus capreolus","360149.854969","6789301.06594","2018","9","4"
"Capreolus capreolus","355946.120607","6792336.90272","2018","9","4"
"Meles meles","300881.117027","6823792.93869","2018","7","3"
"Meles meles","305597.163862","6820761.64078","2018","7","3"
"Meles meles","302548.628853","6826060.67317","2018","7","3"
"Meles meles","327291.084786","6831527.60102","2018","7","3"
"Meles meles","362028.481827","6839439.28083","2018","7","3"
"Capreolus capreolus","320973.963793","6827904.14669","2018","9","4"
"Capreolus capreolus","330806.511545","6837924.00277","2018","9","4"
"Capreolus capreolus","343877.521245","6838349.00061","2018","9","4"
"Sus scrofa","343395.140718","6838350.36054","2018","10","3"
"Sus scrofa","328198.583687","6836358.48195","2018","10","3"
"Meles meles","265770.671439","6841007.43363","2018","7","3"
"Meles meles","273674.642","6842951.011","2018","7","3"
"Sus scrofa","274021.1636","6842874.73314","2018","10","3"
"Capreolus capreolus","215223.82984","6849880.14917","2018","9","4"
"Sus scrofa","251620.737613","6844233.02827","2018","10","3"
"Meles meles","243416.902","6847274.688","2018","7","3"
"Meles meles","249644.314","6845133.761","2018","7","3"
"Meles meles","253183.656","6843517.113","2018","7","3"
"Meles meles","225321.203558","6847056.51269","2018","7","3"
"Meles meles","221207.713783","6848563.00366","2018","7","3"
"Meles meles","362128.914181","6839440.24266","2018","7","3"
"Meles meles","353691.861314","6839076.39857","2018","7","3"
"Meles meles","324964.08557","6829614.52275","2018","7","3"
"Meles meles","321164.431","6827965.556","2018","7","3"
"Meles meles","308118.039555","6826151.43224","2018","7","3"
"Capreolus capreolus","318939.047794","6827185.68499","2018","9","4"
"Sus scrofa","327991.463494","6834510.94193","2018","10","3"
"Sus scrofa","314286.91084","6826644.76336","2018","10","3"
"Sus scrofa","331651.81508","6837965.7854","2018","10","3"
"Sus scrofa","321164.431","6827965.556","2018","10","3"
"Capreolus capreolus","225240.585063","6814256.30634","2018","9","4"
"Capreolus capreolus","295988.348333","6828650.29505","2018","9","4"
"Sus scrofa","315537.941","6809979.155","2018","10","3"
"Meles meles","295175.513445","6829866.83938","2018","7","3"
"Meles meles","291757.356429","6831891.39541","2018","7","3"
"Meles meles","230471.800553","6847067.66049","2018","7","3"
"Meles meles","215322.647","6849863.372","2018","7","3"
"Meles meles","260202.595834","6806373.41208","2018","7","3"
"Meles meles","269761.217971","6802962.42632","2018","7","3"
"Meles meles","279251.973","6801768.686","2018","7","3"
"Capreolus capreolus","288470.139259","6801473.80752","2018","9","4"
"Meles meles","250911.1107","6808182.5497","2018","7","3"
"Meles meles","240259.985676","6810529.94804","2018","7","3"
"Meles meles","309364.270991","6826145.02445","2018","7","3"
"Meles meles","328007.076","6834710.462","2018","7","3"
"Meles meles","343497.499","6838352.127","2018","7","3"
"Capreolus capreolus","330955.252069","6837941.44873","2018","9","4"
"Capreolus capreolus","338895.155929","6838250.75701","2018","9","4"
"Sus scrofa","327555.036565","6832060.92718","2018","10","3"
"Sus scrofa","326735.020233","6830980.27568","2018","10","3"
"Sus scrofa","313460.197719","6826942.32324","2018","10","3"
"Sus scrofa","284093.109","6834884.127","2018","10","3"
"Capreolus capreolus","268240.861","6841872.074","2018","9","4"
"Meles meles","220745.621","6848808.132","2018","7","3"
"Meles meles","217708.140531","6849427.22179","2018","7","3"
"Capreolus capreolus","250529.587","6844735.064","2018","9","4"
"Meles meles","269680.337695","6802904.31995","2018","7","3"
"Capreolus capreolus","268541.248356","6802690.57008","2018","9","4"
"Capreolus capreolus","293922.6785","6802608.8476","2018","9","4"
"Meles meles","267550.98377","6802598.63867","2018","7","3"
"Capreolus capreolus","265220.801787","6802995.43967","2018","9","4"
"Capreolus capreolus","280261.264855","6800693.72967","2018","9","4"
"Capreolus capreolus","274390.931333","6802241.26085","2018","9","4"
"Meles meles","337908.073958","6838395.01237","2018","7","3"
"Meles meles","342180.675232","6838252.59103","2018","7","3"
"Meles meles","329036.759","6837363.334","2018","7","3"
"Meles meles","322385.356939","6828331.26363","2018","7","3"
"Meles meles","350401.431","6838788.258","2018","7","3"
"Cervus elaphus","327942.015172","6834214.85214","2018","8","4"
"Capreolus capreolus","299993.694066","6824807.34281","2018","9","4"
"Meles meles","296174.807307","6828413.5835","2018","7","3"
"Meles meles","304439.494183","6821296.02417","2018","7","3"
"Capreolus capreolus","300523.036295","6824205.87131","2018","9","4"
"Capreolus capreolus","316085.179947","6809561.52197","2018","9","4"
"Capreolus capreolus","312062.404","6813425.015","2018","9","4"
"Meles meles","316177.605934","6809523.98226","2018","7","3"
"Capreolus capreolus","298783","6826136.456","2018","9","4"
"Capreolus capreolus","296827.23356","6827653.59254","2018","9","4"
"Capreolus capreolus","299064.782068","6825854.39349","2018","9","4"
"Capreolus capreolus","317358.491","6809417.166","2018","9","4"
"Capreolus capreolus","311573.423","6826540.509","2018","9","4"
"Capreolus capreolus","222559.316916","6814756.26355","2018","9","4"
"Capreolus capreolus","221820.1258","6815047.6212","2018","9","4"
"Capreolus capreolus","220827.68","6815137.379","2018","9","4"
"Capreolus capreolus","258662.496782","6842196.28536","2018","9","4"
"Meles meles","294895.191","6830620.762","2018","7","3"
"Capreolus capreolus","295252.893","6829682.216","2018","9","4"
"Capreolus capreolus","290155.020327","6832989.65408","2018","9","4"
"Capreolus capreolus","259112.940431","6842169.57866","2018","9","4"
"Capreolus capreolus","287986.395","6834054.464","2018","9","4"
"Capreolus capreolus","294620.032148","6831031.87863","2018","9","4"
"Meles meles","278238.856","6835846.163","2018","7","3"
"Capreolus capreolus","240960.799615","6847741.41161","2018","9","4"
"Meles meles","220946.105526","6848709.10517","2018","7","3"
"Meles meles","251322.69611","6844369.87862","2018","7","3"
"Capreolus capreolus","253183.656","6843517.113","2018","9","4"
"Capreolus capreolus","243923.982456","6846953.55142","2018","9","4"
"Capreolus capreolus","225420.62","6847047.492","2018","9","4"
"Capreolus capreolus","241843.947174","6847540.90886","2018","9","4"
"Sus scrofa","241746.631408","6847563.68523","2018","10","3"
"Capreolus capreolus","239035.923224","6848343.22043","2018","9","4"
"Sus scrofa","284980.674683","6734033.25317","2018","10","3"
"Capreolus capreolus","279147.832639","6737942.32725","2018","9","4"
"Sus scrofa","284837.581335","6734173.59113","2018","10","3"
"Sus scrofa","284837.581335","6734173.59113","2018","10","3"
