"nom_vern","nom_sci","id_obs","date","annee","xcoord","ycoord","source"
"Chevreuil européen","Capreolus capreolus","4d2fe4346eee3c9d2114f777e7093943c2e042c6","2016/06/14 00:00:00.000",2016,410688.829784959,6826975.68612939,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","72cfb69ade401244084868bb8627660301cf283c","2014/03/20 00:00:00.000",2014,441137.600915349,6804785.02544143,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","e79dd5402c1ffde0be91f164f06a9a2a53012493","2020/09/06 00:00:00.000",2020,433612.172625223,6723299.97650122,"LPO anjoux"
"Blaireau européen","Meles meles","a867844084519dcea780a1211881f9e9eb42891a","2021/01/03 00:00:00.000",2021,380455.189017396,6702489.22797928,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","073bc3c6312abcb8b6e1d43d99b61e2689d39f7c","2016/12/10 00:00:00.000",2016,421577.653930854,6697978.28513981,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","4fced8cb3cccac8e07602695ed4fbb27eb6d1aa8","2018/11/05 00:00:00.000",2018,342071.572593073,6683814.77944562,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/04/01 00:00:00.000",2018,419627.102985141,6807743.38212879,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","b4c740ebe57a28d0fc84e7e709eb50ba988374b9","2020/09/02 00:00:00.000",2020,431048.405183723,6707541.66691774,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","6ff2a40d18709bdec4ad0770050ef96d60eb20c3","2017/03/24 00:00:00.000",2017,417547.905448734,6710773.86766778,"LPO anjoux"
"Blaireau européen","Meles meles","723e944eb776dd05af01b739533536bbbebaa1e2","2015/08/15 00:00:00.000",2015,477747.460887542,6713530.6397079,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","446691511272946faa2ce0830847e1e70e86c3e0","2016/03/27 00:00:00.000",2016,396132.617598956,6746001.89663511,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","1f79f42fbbac821a8cb838463cf526bcbf38c4bd","2017/06/14 00:00:00.000",2017,410429.548262882,6740542.18040931,"LPO anjoux"
"Blaireau européen","Meles meles","723e944eb776dd05af01b739533536bbbebaa1e2","2015/08/15 00:00:00.000",2015,477632.263917662,6713667.22929966,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","be6158d38e4bbe58f3368aee0693c465b4c6454b","2020/09/16 00:00:00.000",2020,375124.987180318,6675210.83167758,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","bd9f456be51a5a38539bf63c400841ab936a7e74","2018/05/18 00:00:00.000",2018,463018.399472414,6689687.84117455,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","9a5e2bd6eaa70294f979c3d52691c031b04920cf","2016/03/27 00:00:00.000",2016,396130.292729558,6745999.17779015,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","723e944eb776dd05af01b739533536bbbebaa1e2","2015/08/15 00:00:00.000",2015,477404.595206122,6713650.05646842,"LPO anjoux"
"Sanglier","Sus scrofa","d4f658b9f5185e93b9269452281b96a8ab6a8530","2021/02/18 00:00:00.000",2021,475148.454690035,6711085.77137129,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","d4f658b9f5185e93b9269452281b96a8ab6a8530","2021/02/18 00:00:00.000",2021,477558.157781699,6712278.98661577,"LPO anjoux"
"Blaireau européen","Meles meles","723e944eb776dd05af01b739533536bbbebaa1e2","2015/08/15 00:00:00.000",2015,476514.575334683,6713477.21819767,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","3a76b9975e9e7ae7dbd472807a0f71ff528489e2","2020/03/28 00:00:00.000",2020,403580.037999809,6822102.73566115,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","723e944eb776dd05af01b739533536bbbebaa1e2","2015/08/15 00:00:00.000",2015,475812.801202338,6712912.18190556,"LPO anjoux"
"Cerf élaphe","Cervus elaphus","d4f658b9f5185e93b9269452281b96a8ab6a8530","2021/02/18 00:00:00.000",2021,477527.187023199,6712522.8252967,"LPO anjoux"
"Blaireau européen","Meles meles","d4f658b9f5185e93b9269452281b96a8ab6a8530","2021/02/18 00:00:00.000",2021,476772.673510892,6713205.5672738,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","dc27bfda4d07e6c80c8247e7446f71bec5a5dcf3","2020/12/17 00:00:00.000",2020,378827.784024358,6727027.88192017,"LPO anjoux"
"Sanglier","Sus scrofa","d4f658b9f5185e93b9269452281b96a8ab6a8530","2021/02/18 00:00:00.000",2021,477782.158522213,6712063.05727302,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8fd7bd7bc57716c8c747d2307d2163f3e1ec2acf","2021/04/18 00:00:00.000",2021,430574.208694208,6716938.40923937,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","945895dd3866cf7bf426ab63e1d4edf8f764a718","2015/08/15 00:00:00.000",2015,407633.090037261,6685573.37024458,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","446691511272946faa2ce0830847e1e70e86c3e0","2015/01/02 00:00:00.000",2015,409239.087393363,6744672.62039457,"LPO anjoux"
"Sanglier","Sus scrofa","1f0fd8bda172047c52e90082edd045b297dffe6d","2021/04/16 00:00:00.000",2021,443643.065877943,6728002.90636267,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","9a5e2bd6eaa70294f979c3d52691c031b04920cf","2015/01/02 00:00:00.000",2015,409279.362460148,6744650.42682878,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","723e944eb776dd05af01b739533536bbbebaa1e2","2015/08/15 00:00:00.000",2015,471964.254804824,6716087.55279758,"LPO anjoux"
"Sanglier","Sus scrofa","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/01/01 00:00:00.000",2018,423240.835985083,6771247.84612761,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","d4f658b9f5185e93b9269452281b96a8ab6a8530","2021/02/18 00:00:00.000",2021,450101.517728742,6694241.44063433,"LPO anjoux"
"Sanglier","Sus scrofa","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2014/12/02 00:00:00.000",2014,431567.804398082,6813261.77045055,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2014/12/02 00:00:00.000",2014,431567.804398082,6813261.77045055,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","e79dd5402c1ffde0be91f164f06a9a2a53012493","2018/05/18 00:00:00.000",2018,443008.838412186,6734354.26712971,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","fe3952ef14e7455107283a6bdcc95c696a1fb89d","2018/05/17 00:00:00.000",2018,458689.456334105,6713819.66427026,"LPO anjoux"
"Sanglier","Sus scrofa","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/01/01 00:00:00.000",2018,423870.647985177,6787843.16012811,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","12f3be1c49dc6d85c55d3358095148781b0fec1e","2016/02/01 00:00:00.000",2016,414455.211297481,6687841.9690287,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","2cc58621b137bc9028eb1d8173ad1c47e6f7da98","2019/04/10 00:00:00.000",2019,427015.896596346,6696775.3834362,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","7e46656b3b6ee3ce71669f9c3de73d0d7dad0a2c","2014/06/18 00:00:00.000",2014,420208.696330397,6780304.04231343,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","d9e6dc571df2ffd191921b6e1bc92399d987fa2f","2018/05/19 00:00:00.000",2018,422172.188340497,6792680.69654702,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","0be1d1d3b1af39dca3f576e839105bbd248665b3","2014/03/11 00:00:00.000",2014,403059.863361654,6780770.66976845,"LPO anjoux"
"Sanglier","Sus scrofa","2958ff21738ef0b41f590f4300d617da5be93b67","2021/01/24 00:00:00.000",2021,420757.388452421,6720354.70894093,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8def6b459fd1ee11cf8694b5550e28c6bd6f7d73","2019/04/13 00:00:00.000",2019,409444.911474885,6737163.71335165,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","12f3be1c49dc6d85c55d3358095148781b0fec1e","2016/02/01 00:00:00.000",2016,417752.296137522,6683051.12410875,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","4bfbeaba9a06b65358b6decf5fd9a6c939adaf7c","2014/03/11 00:00:00.000",2014,403294.693291988,6780702.40639531,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","b6ecbae14395b04e57358a2a7047050ebbd5a156","2019/04/13 00:00:00.000",2019,441815.763550297,6729936.30057778,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","446691511272946faa2ce0830847e1e70e86c3e0","2014/09/24 00:00:00.000",2014,409205.456511058,6744653.59491284,"LPO anjoux"
"Sanglier","Sus scrofa","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2014/12/02 00:00:00.000",2014,431728.43907218,6813026.33769042,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2014/12/02 00:00:00.000",2014,431728.43907218,6813026.33769042,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","7bf1d39cfeea79904b5f002f9b3e81efffa5e91b","2020/11/04 00:00:00.000",2020,427113.825167377,6749684.47687588,"LPO anjoux"
"Blaireau européen","Meles meles","8a7256db6cb2b9356cf57728bc5ca9208f179dd1","2014/02/23 00:00:00.000",2014,372120.647798284,6720773.95256588,"LPO anjoux"
"Blaireau européen","Meles meles","0abce1d465bc730ac6453bb4ef3f9e7a3a4868f5","2016/11/03 00:00:00.000",2016,311989.245976317,6682999.54261682,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","1f79f42fbbac821a8cb838463cf526bcbf38c4bd","2017/04/15 00:00:00.000",2017,409705.734547108,6741260.22453026,"LPO anjoux"
"Blaireau européen","Meles meles","8a7256db6cb2b9356cf57728bc5ca9208f179dd1","2014/02/23 00:00:00.000",2014,371304.703291934,6722082.35513862,"LPO anjoux"
"Sanglier","Sus scrofa","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/12/01 00:00:00.000",2018,421832.553985106,6785443.87612809,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","1f79f42fbbac821a8cb838463cf526bcbf38c4bd","2021/12/15 00:00:00.000",2021,404449.863353724,6746440.0280638,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/09/01 00:00:00.000",2018,444116.129985901,6812248.09112872,"LPO anjoux"
"Sanglier","Sus scrofa","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2014/12/02 00:00:00.000",2014,430558.884277674,6811970.35984122,"LPO anjoux"
"Blaireau européen","Meles meles","b096f9bd0c0e167c248402ca6502c3cb56dd2a82","2017/03/23 00:00:00.000",2017,445441.515788685,6722314.57741423,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","b5085e2bae71b12078c71fa8a890d0ac521952c0","2018/11/07 00:00:00.000",2018,434945.797373123,6786727.23294102,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","40bab7ea43c6cb8e4a4f6f9ca5373ef60a8e7843","2018/01/26 00:00:00.000",2018,416790.57364805,6715476.58710853,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","9a5e2bd6eaa70294f979c3d52691c031b04920cf","2014/04/14 00:00:00.000",2014,411934.143145153,6738005.3313001,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","9a5e2bd6eaa70294f979c3d52691c031b04920cf","2014/09/15 00:00:00.000",2014,413353.097547257,6736637.76583157,"LPO anjoux"
"Sanglier","Sus scrofa","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/03/01 00:00:00.000",2018,424516.451985091,6764012.13912741,"LPO anjoux"
"Cerf élaphe","Cervus elaphus","f1141027e2a3f57a0faa86ad359231c7fe82dffb","2019/09/14 00:00:00.000",2019,473720.648081369,6707900.03840684,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/07/01 00:00:00.000",2018,422580.463985072,6772847.6321277,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","98d11dbd2f7757aa72cd444806ea419a0a060e14","2017/06/14 00:00:00.000",2017,445059.136380184,6703020.84869485,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","1f79f42fbbac821a8cb838463cf526bcbf38c4bd","2021/08/22 00:00:00.000",2021,401107.374147181,6725106.9729939,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2014/04/23 00:00:00.000",2014,398876.503920855,6785289.60131884,"LPO anjoux"
"Cerf élaphe","Cervus elaphus","f1141027e2a3f57a0faa86ad359231c7fe82dffb","2019/09/14 00:00:00.000",2019,473304.971029014,6707871.17752683,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","3a76b9975e9e7ae7dbd472807a0f71ff528489e2","2018/05/19 00:00:00.000",2018,409383.303557432,6823585.29997824,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","3a76b9975e9e7ae7dbd472807a0f71ff528489e2","2018/05/19 00:00:00.000",2018,408709.760199829,6822966.17838754,"LPO anjoux"
"Sanglier","Sus scrofa","5bab0bea2220e65beb310c87eec3811bcc8e136e","2018/11/06 00:00:00.000",2018,374638.888099404,6694845.35362824,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","7788e23d45296d5d8290366bb49ab525f96e8e7a","2019/04/13 00:00:00.000",2019,428662.660367096,6720714.44376125,"LPO anjoux"
"Cerf élaphe","Cervus elaphus","f1141027e2a3f57a0faa86ad359231c7fe82dffb","2019/09/14 00:00:00.000",2019,473709.559162005,6708032.86176873,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","40bab7ea43c6cb8e4a4f6f9ca5373ef60a8e7843","2019/04/12 00:00:00.000",2019,426463.334451639,6710927.89027657,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","6be7bff12414ad918b95409b970f2b883db2cc44","2015/02/27 00:00:00.000",2015,415791.091092984,6683392.85930369,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","85648d54b23a31f3146b91d7a5ef1c3545fe91c7","2018/05/19 00:00:00.000",2018,287292.599184451,6711562.06704666,"LPO anjoux"
"Blaireau européen","Meles meles","7b2a11a97913e7dac2e8fc6b5a58675dc499feeb","2018/11/08 00:00:00.000",2018,367448.131654095,6697654.54759834,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2016/06/07 00:00:00.000",2016,462226.967665175,6817780.32864873,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8def6b459fd1ee11cf8694b5550e28c6bd6f7d73","2019/11/08 00:00:00.000",2019,397714.758684238,6746448.11021231,"LPO anjoux"
"Sanglier","Sus scrofa","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2014/12/02 00:00:00.000",2014,430741.424516993,6811657.67631912,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2014/12/02 00:00:00.000",2014,430881.44429507,6811458.01613752,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","7e46656b3b6ee3ce71669f9c3de73d0d7dad0a2c","2018/11/08 00:00:00.000",2018,429850.490972829,6779520.92305456,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2016/06/14 00:00:00.000",2016,404725.230625272,6754769.55060762,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","e79dd5402c1ffde0be91f164f06a9a2a53012493","2014/11/30 00:00:00.000",2014,450348.913817448,6720291.97884814,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","723e944eb776dd05af01b739533536bbbebaa1e2","2015/08/15 00:00:00.000",2015,435498.564715407,6706973.01046821,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","d9e6dc571df2ffd191921b6e1bc92399d987fa2f","2020/07/31 00:00:00.000",2020,412869.057893482,6788368.82425292,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","d9e6dc571df2ffd191921b6e1bc92399d987fa2f","2020/07/31 00:00:00.000",2020,411751.343967266,6791256.59325231,"LPO anjoux"
"Sanglier","Sus scrofa","b096f9bd0c0e167c248402ca6502c3cb56dd2a82","2017/03/23 00:00:00.000",2017,471721.96239497,6711735.87136119,"LPO anjoux"
"Blaireau européen","Meles meles","5bab0bea2220e65beb310c87eec3811bcc8e136e","2016/04/02 00:00:00.000",2016,368786.382911345,6689755.02606046,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","d9e6dc571df2ffd191921b6e1bc92399d987fa2f","2020/07/31 00:00:00.000",2020,408648.190048672,6798951.17142021,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","7bf1d39cfeea79904b5f002f9b3e81efffa5e91b","2021/02/14 00:00:00.000",2021,441956.449241996,6760196.83991126,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","371267994ece34a8354255a5fedf387b6a7d97e0","2016/03/12 00:00:00.000",2016,391530.666246296,6724611.68908277,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","b096f9bd0c0e167c248402ca6502c3cb56dd2a82","2015/05/21 00:00:00.000",2015,387573.804397204,6741227.94547195,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","1f79f42fbbac821a8cb838463cf526bcbf38c4bd","2021/05/18 00:00:00.000",2021,422477.357867384,6731572.81646422,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/09/01 00:00:00.000",2018,426640.85598535,6807461.79712868,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8534d19d67d629d14275beafa3418a5bcfc0496c","2014/05/27 00:00:00.000",2014,440060.359568372,6706239.78263334,"LPO anjoux"
"Sanglier","Sus scrofa","6be7bff12414ad918b95409b970f2b883db2cc44","2017/01/06 00:00:00.000",2017,411211.664776011,6669675.62319612,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","9a5e2bd6eaa70294f979c3d52691c031b04920cf","2014/01/14 00:00:00.000",2014,407012.515973052,6745997.08409262,"LPO anjoux"
"Sanglier","Sus scrofa","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/10/01 00:00:00.000",2018,421001.134985072,6783538.70612805,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","b096f9bd0c0e167c248402ca6502c3cb56dd2a82","2017/03/31 00:00:00.000",2017,442039.861962113,6678502.02689062,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/02/01 00:00:00.000",2018,444193.155985906,6812269.4751288,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","ad23d77eda252242b211217b742c779298241623","2020/05/28 00:00:00.000",2020,433739.815480243,6777334.00268164,"LPO anjoux"
"Blaireau européen","Meles meles","8534d19d67d629d14275beafa3418a5bcfc0496c","2015/04/07 00:00:00.000",2015,434920.393424892,6706200.31185241,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","e79dd5402c1ffde0be91f164f06a9a2a53012493","2021/05/09 00:00:00.000",2021,440623.950774292,6744611.92394936,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","02686370149d882efc6054344ab5396441f6288e","2015/11/07 00:00:00.000",2015,465709.429986958,6696878.0811434,"LPO anjoux"
"Cerf élaphe","Cervus elaphus","a5a9ad7493caab6cb457df6c08c2b0c960004c56","2020/12/13 00:00:00.000",2020,367189.199530408,6726685.84502769,"LPO anjoux"
"Cerf élaphe","Cervus elaphus","98d11dbd2f7757aa72cd444806ea419a0a060e14","2020/07/03 00:00:00.000",2020,482007.556950398,6694952.27563726,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/04/01 00:00:00.000",2018,424585.490985088,6763619.91512732,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","f91f0d059b1c52913fb0a1ebcc7a9d36654f2185","2015/01/25 00:00:00.000",2015,354258.565410674,6710345.10608623,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","e1d50c48e55fab73cd4468e23d4a46a6770c4f18","2018/01/26 00:00:00.000",2018,443171.270609442,6704554.82091609,"LPO anjoux"
"Blaireau européen","Meles meles","8d26e59318822c7ca5a98c262bea4f0055e9b0f2","2016/04/15 00:00:00.000",2016,400363.559780209,6669862.30543788,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/04/01 00:00:00.000",2018,424364.275985194,6788404.19512811,"LPO anjoux"
"Blaireau européen","Meles meles","bd9f456be51a5a38539bf63c400841ab936a7e74","2020/01/29 00:00:00.000",2020,452859.537242198,6697332.4171945,"LPO anjoux"
"Sanglier","Sus scrofa","0671831ae41831ea222f04284ec49411cf528195","2014/04/18 00:00:00.000",2014,418368.360831108,6701791.73633594,"LPO anjoux"
"Sanglier","Sus scrofa","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/01/01 00:00:00.000",2018,422224.821985064,6773931.42712771,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/09/01 00:00:00.000",2018,418113.060985092,6807598.73512874,"LPO anjoux"
"Blaireau européen","Meles meles","be6158d38e4bbe58f3368aee0693c465b4c6454b","2020/09/16 00:00:00.000",2020,375085.849010916,6675222.3759013,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","f878e26725bfa5ed943e38cf4efd46c97734a4f4","2021/01/17 00:00:00.000",2021,461194.480402491,6675351.43369759,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","fe3952ef14e7455107283a6bdcc95c696a1fb89d","2016/08/10 00:00:00.000",2016,460772.247360784,6708976.84762755,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8534d19d67d629d14275beafa3418a5bcfc0496c","2020/07/20 00:00:00.000",2020,433041.049617427,6681271.99913393,"LPO anjoux"
"Sanglier","Sus scrofa","856a85f83217a63bdd8f29fbb4adc6183325fa51","2020/05/04 00:00:00.000",2020,329918.047328906,6674785.93241839,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","47d3d28b059a44d4b6ea2ab1f83d37098a393ff7","2019/07/27 00:00:00.000",2019,411176.840162657,6785422.16668945,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","6582acfb73fa725a915018e89300459e750e8277","2014/05/28 00:00:00.000",2014,363261.82623656,6705006.00072348,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","40bab7ea43c6cb8e4a4f6f9ca5373ef60a8e7843","2021/01/31 00:00:00.000",2021,417025.031845958,6715456.9609834,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","e7ccb8b2e1236c95f05a1fd019d0ad142ec11f9b","2019/04/14 00:00:00.000",2019,468924.638669609,6670438.47916258,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","bd9f456be51a5a38539bf63c400841ab936a7e74","2020/01/16 00:00:00.000",2020,469763.867400117,6698578.17696323,"LPO anjoux"
"Sanglier","Sus scrofa","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/01/01 00:00:00.000",2018,446722.55998599,6814159.22812882,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","b6ecbae14395b04e57358a2a7047050ebbd5a156","2018/11/10 00:00:00.000",2018,443658.137889619,6704346.36485718,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/02/01 00:00:00.000",2018,435020.03698561,6808912.73312866,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","1f0fd8bda172047c52e90082edd045b297dffe6d","2021/07/08 00:00:00.000",2021,417735.46046745,6698937.0496359,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","3e341f195fd0d34405ab1304644094a36674a613","2015/01/28 00:00:00.000",2015,399289.553398549,6785133.82008363,"LPO anjoux"
"Sanglier","Sus scrofa","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2014/11/18 00:00:00.000",2014,431558.716501921,6813268.83008821,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","ad23d77eda252242b211217b742c779298241623","2014/07/20 00:00:00.000",2014,420555.458574697,6770929.66462504,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","5bab0bea2220e65beb310c87eec3811bcc8e136e","2016/04/07 00:00:00.000",2016,397725.439596767,6695003.0770952,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/11/01 00:00:00.000",2018,423648.03898526,6807750.14112869,"LPO anjoux"
"Sanglier","Sus scrofa","5bab0bea2220e65beb310c87eec3811bcc8e136e","2016/04/07 00:00:00.000",2016,397794.124780889,6695012.54560239,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","ad23d77eda252242b211217b742c779298241623","2014/07/20 00:00:00.000",2014,419078.659614441,6771840.44671234,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","bb4d3bea41353ad26f867a86597640244c08e978","2016/03/19 00:00:00.000",2016,328857.75623034,6696489.90412347,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","9a5e2bd6eaa70294f979c3d52691c031b04920cf","2014/04/13 00:00:00.000",2014,401255.564755955,6725430.44500685,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","e79dd5402c1ffde0be91f164f06a9a2a53012493","2020/08/16 00:00:00.000",2020,443450.956248179,6734220.33211106,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/06/01 00:00:00.000",2018,417726.059985082,6807561.74012878,"LPO anjoux"
"Cerf élaphe","Cervus elaphus","f1141027e2a3f57a0faa86ad359231c7fe82dffb","2019/09/14 00:00:00.000",2019,472540.938711582,6708371.03783698,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","3a76b9975e9e7ae7dbd472807a0f71ff528489e2","2021/11/04 00:00:00.000",2021,403222.813623106,6821726.62306583,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2018/05/01 00:00:00.000",2018,422367.276984952,6748645.72512688,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","ec38c4b64871e4a18512a0421fc1ad2e7b52f7c4","2019/04/15 00:00:00.000",2019,428768.957294192,6760176.36033161,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","fe3952ef14e7455107283a6bdcc95c696a1fb89d","2018/01/26 00:00:00.000",2018,464963.596891498,6698378.76395553,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","86d281675a87484dacf7f4368fd119fcefbd86c9","2020/11/16 00:00:00.000",2020,430958.205346199,6716918.81280114,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","4ff5f347090d27d35669263da25862de1d22d55a","2021/04/12 00:00:00.000",2021,413289.120314654,6781523.03175828,"LPO anjoux"
"Cerf élaphe","Cervus elaphus","bd9f456be51a5a38539bf63c400841ab936a7e74","2021/02/26 00:00:00.000",2021,479693.876640583,6707692.03431514,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2014/05/28 00:00:00.000",2014,400539.141330354,6785061.77194149,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","3a76b9975e9e7ae7dbd472807a0f71ff528489e2","2014/04/13 00:00:00.000",2014,403678.372908601,6822208.35550046,"LPO anjoux"
