"nom_vern","nom_sci","id_obs","date","annee","xcoord","ycoord","source"
"Sanglier","Sus scrofa","474e0b42e7655672c3cf4fab1e9c7baa52e59977","2016/07/09 00:00:00.000",2016,405560.492501737,6714169.72949001,"LPO anjoux"
"Blaireau européen","Meles meles","474e0b42e7655672c3cf4fab1e9c7baa52e59977","2016/07/09 00:00:00.000",2016,405560.492501737,6714169.72949001,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","838b07abd9a43fc5737d3e0809029df04a512d39","2020/02/12 00:00:00.000",2020,425029.78301457,6750450.15945952,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","3c0c7ede7bb848ac593d49e4cf1b3a4d71ea2e63","2018/03/01 00:00:00.000",2018,397083.131121006,6714728.82877172,"LPO anjoux"
"Blaireau européen","Meles meles","f878e26725bfa5ed943e38cf4efd46c97734a4f4","2020/02/21 00:00:00.000",2020,460505.844952372,6695985.12733595,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","f52d7e021588421d197a2e8a3356d894106acfd3","2021/05/16 00:00:00.000",2021,427188.025201921,6686324.84038776,"LPO anjoux"
"Blaireau européen","Meles meles","001111554d2ea1e1b0ddfef894bf52f3098651a5","2015/05/07 00:00:00.000",2015,428631.799285143,6706111.1031803,"LPO anjoux"
"Sanglier","Sus scrofa","f878e26725bfa5ed943e38cf4efd46c97734a4f4","2021/01/13 00:00:00.000",2021,468925.180547791,6673943.05457736,"LPO anjoux"
"Blaireau européen","Meles meles","8534d19d67d629d14275beafa3418a5bcfc0496c","2017/09/19 00:00:00.000",2017,426924.27213946,6696911.35221307,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","d37936d3701ebdc1282b28b0d6f5e792c1482db7","2015/11/11 00:00:00.000",2015,404914.642810582,6668821.52350275,"LPO anjoux"
"Sanglier","Sus scrofa","18c7177cf3b3e4fec949780c7d609a2199c02f5e","2014/10/19 00:00:00.000",2014,456124.401554144,6732218.18314099,"LPO anjoux"
"Blaireau européen","Meles meles","e1d50c48e55fab73cd4468e23d4a46a6770c4f18","2015/01/07 00:00:00.000",2015,443997.418515817,6701452.56249143,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8d2fdbb0635a10c1380f2cbd29bac2bc05f82fc8","2019/12/02 00:00:00.000",2019,445141.928464572,6704152.32628826,"LPO anjoux"
"Sanglier","Sus scrofa","f878e26725bfa5ed943e38cf4efd46c97734a4f4","2021/01/12 00:00:00.000",2021,463968.728169749,6689216.57664521,"LPO anjoux"
"Sanglier","Sus scrofa","d5df87af398f041e5797e53dea6f19f3bba98c97","2015/10/16 00:00:00.000",2015,398874.310733629,6728399.65861073,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","d5df87af398f041e5797e53dea6f19f3bba98c97","2015/10/16 00:00:00.000",2015,395437.963304469,6730160.61726103,"LPO anjoux"
"Cerf élaphe","Cervus elaphus","f2969dcde29db2089bdfa63e433d88cedad25265","2018/09/09 00:00:00.000",2018,482280.039245077,6695758.41499376,"LPO anjoux"
"Sanglier","Sus scrofa","4b3d449ba4fd39459e3e30254d16f5ee3a245ced","2015/03/28 00:00:00.000",2015,326888.85540531,6670806.8925409,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","6efa4c9100491c4194c547fa72df4c18df367e23","2014/03/04 00:00:00.000",2014,406097.44524549,6682152.41870346,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","db9e17b4d3a9b11341a7a838b2c6bd407d98244c","2021/05/13 00:00:00.000",2021,444569.392046728,6704468.40657449,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","37f52cc45328caf8e77cc86380d6535a475570bd","2016/07/02 00:00:00.000",2016,397598.038677028,6723566.31989562,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","d2e669c9d9c0eb2e4e2e00d75f8e3da119b2772c","2020/10/10 00:00:00.000",2020,418867.370188122,6696846.22447542,"LPO anjoux"
"Sanglier","Sus scrofa","a5f8d3ce6f97c0cee8572c078b3ba3602dca3ec2","2014/04/20 00:00:00.000",2014,432304.569939258,6708400.50095585,"LPO anjoux"
"Blaireau européen","Meles meles","c06f2471b377c7cc308386923e06efb3ca6675ad","2020/02/07 00:00:00.000",2020,330255.913501756,6714562.48306117,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","b86b17f4263c23f64e38b76a386955e2098d4fd1","2021/02/06 00:00:00.000",2021,426197.265475027,6718795.0169834,"LPO anjoux"
"Sanglier","Sus scrofa","e7ccb8b2e1236c95f05a1fd019d0ad142ec11f9b","2016/05/12 00:00:00.000",2016,471037.848703671,6680837.08736605,"LPO anjoux"
"Sanglier","Sus scrofa","95709a80bb411ff1f0fd7be66c68c5b846c4a3b7","2019/04/10 00:00:00.000",2019,444451.474648293,6755289.39366383,"LPO anjoux"
"Sanglier","Sus scrofa","e1d50c48e55fab73cd4468e23d4a46a6770c4f18","2015/02/20 00:00:00.000",2015,443939.991733952,6704403.96108757,"LPO anjoux"
"Sanglier","Sus scrofa","2d3ef16d888bab3b2ef93425606a17d7df218e3d","2014/03/26 00:00:00.000",2014,358353.347210297,6696487.25169634,"LPO anjoux"
"Sanglier","Sus scrofa","16431fad5cad8ae334bd9da13cb31d31abd68bee","2014/01/14 00:00:00.000",2014,384406.106370343,6699064.43475348,"LPO anjoux"
"Sanglier","Sus scrofa","3dc5f8b6c45a5dbce2e71807b17a48fdf2ada924","2020/06/16 00:00:00.000",2020,367582.458551941,6676155.83334279,"LPO anjoux"
"Sanglier","Sus scrofa","1e3d91d60427522100d9a7419d5edf80c06fcc34","2018/02/10 00:00:00.000",2018,341373.212397651,6717220.51912747,"LPO anjoux"
"Sanglier","Sus scrofa","dd120e850284a8a9f62bd3110e5e5c92e6a26d59","2018/04/02 00:00:00.000",2018,297207.2678729,6713769.2830592,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","c8ea7e111e3156febc4c46bffe383f58ff40f9a9","2021/09/25 00:00:00.000",2021,435535.766688207,6708711.30470845,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","85cc8c82a705f219add2d562f7a474cdb71bc3d7","2020/04/07 00:00:00.000",2020,406033.475384617,6784574.32112815,"LPO anjoux"
"Sanglier","Sus scrofa","db56fd3fab2441ffa94a7ed60e0baac990087b48","2017/01/01 00:00:00.000",2017,415396.074355931,6701482.14553001,"LPO anjoux"
"Sanglier","Sus scrofa","cf0d1ef6cf22afbc6ec1229fc891b5c95953eb20","2019/07/24 00:00:00.000",2019,321546.705535945,6702601.04276059,"LPO anjoux"
"Sanglier","Sus scrofa","68e8cde7b990318f25f8b17d04c14cfe1e2fec96","2017/08/08 00:00:00.000",2017,312024.088744282,6686498.57510153,"LPO anjoux"
"Sanglier","Sus scrofa","6e7f258f240e59f3ff440935e76b66a6a90abd04","2018/07/22 00:00:00.000",2018,329622.304389568,6696535.00401812,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","f66745692c6e99b006f45f24b6833f60c33f2f63","2018/03/17 00:00:00.000",2018,414367.581423919,6818578.97304532,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","f66745692c6e99b006f45f24b6833f60c33f2f63","2018/04/07 00:00:00.000",2018,414300.78562181,6818611.87467295,"LPO anjoux"
"Sanglier","Sus scrofa","db56fd3fab2441ffa94a7ed60e0baac990087b48","2016/01/26 00:00:00.000",2016,413033.545529276,6699974.5499308,"LPO anjoux"
"Sanglier","Sus scrofa","6ff2a40d18709bdec4ad0770050ef96d60eb20c3","2019/12/23 00:00:00.000",2019,419812.300039249,6712490.59406825,"LPO anjoux"
"Sanglier","Sus scrofa","e7ccb8b2e1236c95f05a1fd019d0ad142ec11f9b","2020/07/11 00:00:00.000",2020,471112.837013211,6680909.07974037,"LPO anjoux"
"Sanglier","Sus scrofa","f18071cb0c0f55e12c700464efbac97c880c576c","2014/12/24 00:00:00.000",2014,379210.138414819,6740327.00422792,"LPO anjoux"
"Sanglier","Sus scrofa","c850287ef4e04dc79d1f427259ac201af863b88f","2020/12/10 00:00:00.000",2020,365055.202028913,6675310.32890252,"LPO anjoux"
"Sanglier","Sus scrofa","2cc58621b137bc9028eb1d8173ad1c47e6f7da98","2014/04/28 00:00:00.000",2014,369671.638829788,6703415.93205083,"LPO anjoux"
"Sanglier","Sus scrofa","7788e23d45296d5d8290366bb49ab525f96e8e7a","2017/10/02 00:00:00.000",2017,417035.83679171,6744676.46597482,"LPO anjoux"
"Sanglier","Sus scrofa","5bab0bea2220e65beb310c87eec3811bcc8e136e","2021/03/27 00:00:00.000",2021,365873.384489521,6688884.64494342,"LPO anjoux"
"Sanglier","Sus scrofa","7788e23d45296d5d8290366bb49ab525f96e8e7a","2017/09/01 00:00:00.000",2017,416549.417917564,6744806.06425349,"LPO anjoux"
"Sanglier","Sus scrofa","7bf1d39cfeea79904b5f002f9b3e81efffa5e91b","2020/12/09 00:00:00.000",2020,441097.762121882,6757897.95499311,"LPO anjoux"
"Sanglier","Sus scrofa","e7ccb8b2e1236c95f05a1fd019d0ad142ec11f9b","2017/10/18 00:00:00.000",2017,471920.550344517,6680853.4492331,"LPO anjoux"
"Sanglier","Sus scrofa","923d5901a2b5c9a5d42d036f68b2730da6d41771","2021/12/05 00:00:00.000",2021,420514.661890949,6708005.85086791,"LPO anjoux"
"Sanglier","Sus scrofa","2fcaf05bf9cf64cf8b653f5b20e96bc51a755d23","2021/12/05 00:00:00.000",2021,420501.5551784,6708008.24833738,"LPO anjoux"
"Sanglier","Sus scrofa","1b90ee9150a3159159690cef9b92dfb49799b651","2014/03/01 00:00:00.000",2014,366180.440201842,6724866.58924553,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","ad23d77eda252242b211217b742c779298241623","2016/02/01 00:00:00.000",2016,412939.235237256,6806779.17798395,"LPO anjoux"
"Blaireau européen","Meles meles","12f3be1c49dc6d85c55d3358095148781b0fec1e","2018/02/11 00:00:00.000",2018,422694.15790947,6681809.35877555,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","a4918d7bcd821e9337a5a37528c1f4bddac2a7e0","2015/01/07 00:00:00.000",2015,440665.254143377,6755666.37134543,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","ad23d77eda252242b211217b742c779298241623","2017/01/03 00:00:00.000",2017,443120.331645631,6761815.65648899,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","e79dd5402c1ffde0be91f164f06a9a2a53012493","2015/10/21 00:00:00.000",2015,443159.194764402,6734347.85456361,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","b491a76d2cb213dfe0b62743fbe2ceb9a6830c79","2018/12/05 00:00:00.000",2018,426609.214702402,6789898.85899131,"LPO anjoux"
"Blaireau européen","Meles meles","1aaf8d6e94c7112b16e398864f5ff663aecc35a7","2021/10/09 00:00:00.000",2021,446469.142499789,6820501.64499726,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","371267994ece34a8354255a5fedf387b6a7d97e0","2017/07/16 00:00:00.000",2017,433909.854439431,6704384.70320774,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","6be7bff12414ad918b95409b970f2b883db2cc44","2018/12/06 00:00:00.000",2018,394309.084387016,6663883.57686209,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","446691511272946faa2ce0830847e1e70e86c3e0","2016/01/04 00:00:00.000",2016,407165.891446353,6745840.7840662,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","fb38c969303296e5506a082200fd7e771e7cbe6f","2014/05/23 00:00:00.000",2014,421353.098064005,6697597.12227192,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8def6b459fd1ee11cf8694b5550e28c6bd6f7d73","2017/07/16 00:00:00.000",2017,397775.788389189,6746564.21304259,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","e7ccb8b2e1236c95f05a1fd019d0ad142ec11f9b","2015/06/01 00:00:00.000",2015,462153.318632879,6671855.26254837,"LPO anjoux"
"Blaireau européen","Meles meles","dabb7b5c26781ffd16f3fdabe0d1f60601ef636c","2021/03/24 00:00:00.000",2021,444575.204472282,6697664.42475647,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8534d19d67d629d14275beafa3418a5bcfc0496c","2016/06/07 00:00:00.000",2016,420437.204241747,6717152.21960635,"LPO anjoux"
"Blaireau européen","Meles meles","723e944eb776dd05af01b739533536bbbebaa1e2","2014/08/31 00:00:00.000",2014,472067.009149308,6712879.36036146,"LPO anjoux"
"Blaireau européen","Meles meles","446691511272946faa2ce0830847e1e70e86c3e0","2017/03/10 00:00:00.000",2017,414164.739925412,6725594.59665145,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8534d19d67d629d14275beafa3418a5bcfc0496c","2016/06/07 00:00:00.000",2016,421070.694895526,6717466.41490932,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","b03f3e779cbc2233776263e289bddb37ba1ded10","2015/11/21 00:00:00.000",2015,371361.624127504,6669835.32643979,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","9a5e2bd6eaa70294f979c3d52691c031b04920cf","2014/03/02 00:00:00.000",2014,396895.752125328,6744468.78473456,"LPO anjoux"
"Blaireau européen","Meles meles","9a5e2bd6eaa70294f979c3d52691c031b04920cf","2017/03/10 00:00:00.000",2017,414168.594373145,6725597.0580161,"LPO anjoux"
"Blaireau européen","Meles meles","723e944eb776dd05af01b739533536bbbebaa1e2","2014/08/31 00:00:00.000",2014,471123.309556913,6714092.61154516,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","6be7bff12414ad918b95409b970f2b883db2cc44","2018/12/07 00:00:00.000",2018,412332.441389528,6681575.44691816,"LPO anjoux"
"Sanglier","Sus scrofa","6be7bff12414ad918b95409b970f2b883db2cc44","2018/12/07 00:00:00.000",2018,412332.441389528,6681575.44691816,"LPO anjoux"
"Blaireau européen","Meles meles","3e341f195fd0d34405ab1304644094a36674a613","2021/11/05 00:00:00.000",2021,446405.95802341,6771760.85458937,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","132fae95768c6df86fa4e32c29948bd6d9f15cee","2018/02/11 00:00:00.000",2018,417922.377352847,6743128.58459379,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","132fae95768c6df86fa4e32c29948bd6d9f15cee","2018/02/11 00:00:00.000",2018,418628.92526993,6742113.98277032,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","446691511272946faa2ce0830847e1e70e86c3e0","2014/03/02 00:00:00.000",2014,396902.024925175,6744475.07431128,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","9a5e2bd6eaa70294f979c3d52691c031b04920cf","2015/06/25 00:00:00.000",2015,420027.197870714,6732006.37670571,"LPO anjoux"
"Blaireau européen","Meles meles","723e944eb776dd05af01b739533536bbbebaa1e2","2015/06/21 00:00:00.000",2015,467019.080934178,6682767.367556,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","b6ecbae14395b04e57358a2a7047050ebbd5a156","2015/02/14 00:00:00.000",2015,421749.781212869,6707637.77947456,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","fe3952ef14e7455107283a6bdcc95c696a1fb89d","2021/05/12 00:00:00.000",2021,464567.537802721,6705091.63678291,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","406b6da2b17efa66de20fcea931083bb8ede794f","2018/02/10 00:00:00.000",2018,473197.575841513,6688035.93708348,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","258218da984a79e42ae1f4d6689892015d826391","2017/05/10 00:00:00.000",2017,326065.612850237,6701459.35556915,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","7bf1d39cfeea79904b5f002f9b3e81efffa5e91b","2018/02/11 00:00:00.000",2018,426978.421327067,6752550.51168486,"LPO anjoux"
"Blaireau européen","Meles meles","945895dd3866cf7bf426ab63e1d4edf8f764a718","2021/06/24 00:00:00.000",2021,407148.339936806,6685673.86689115,"LPO anjoux"
"Sanglier","Sus scrofa","79e307d1c564113332069373690cd52a0240f923","2014/12/29 00:00:00.000",2014,411086.66710929,6785474.43188818,"LPO anjoux"
"Sanglier","Sus scrofa","b6ecbae14395b04e57358a2a7047050ebbd5a156","2021/03/06 00:00:00.000",2021,438470.656494888,6730865.33074441,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","e79dd5402c1ffde0be91f164f06a9a2a53012493","2015/05/07 00:00:00.000",2015,442753.448428855,6734639.03278151,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","1f79f42fbbac821a8cb838463cf526bcbf38c4bd","2018/12/07 00:00:00.000",2018,400083.628801334,6743140.15186771,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","cc38669bbb8ae40ca7f8ddbc9f85019917423149","2018/12/07 00:00:00.000",2018,361075.374573975,6689517.89663221,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2014/11/06 00:00:00.000",2014,423265.104545584,6766660.42863697,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","be6158d38e4bbe58f3368aee0693c465b4c6454b","2020/09/30 00:00:00.000",2020,352100.389133607,6695320.61873749,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","7bf1d39cfeea79904b5f002f9b3e81efffa5e91b","2020/12/12 00:00:00.000",2020,411748.120746776,6766737.56137353,"LPO anjoux"
"Sanglier","Sus scrofa","8534d19d67d629d14275beafa3418a5bcfc0496c","2016/06/07 00:00:00.000",2016,420526.761971864,6717317.49458618,"LPO anjoux"
"Sanglier","Sus scrofa","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2014/11/06 00:00:00.000",2014,423265.104545584,6766660.42863697,"LPO anjoux"
"Blaireau européen","Meles meles","8a18848fe8c85c3bcfe7c61271078b80c55f36f8","2014/11/06 00:00:00.000",2014,423265.104545584,6766660.42863697,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","cc38669bbb8ae40ca7f8ddbc9f85019917423149","2018/07/04 00:00:00.000",2018,361678.767927692,6702925.81164825,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8534d19d67d629d14275beafa3418a5bcfc0496c","2020/06/15 00:00:00.000",2020,466147.665629082,6671842.61249857,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","9a5e2bd6eaa70294f979c3d52691c031b04920cf","2015/10/09 00:00:00.000",2015,400259.609496723,6743564.58145353,"LPO anjoux"
"Blaireau européen","Meles meles","ec4c12d82c789edf44715657f518a94bbff351d5","2018/02/11 00:00:00.000",2018,447776.523739875,6697024.05895116,"LPO anjoux"
"Blaireau européen","Meles meles","1ed58abcb86cf8b9a6933f91609db3ff1c112b49","2021/05/02 00:00:00.000",2021,406058.77967332,6701303.2422318,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","1c13bb5dc4505ba95fd0ab31189ea4912cfcb4bf","2017/05/12 00:00:00.000",2017,420560.189368206,6708025.62167659,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","85648d54b23a31f3146b91d7a5ef1c3545fe91c7","2016/01/27 00:00:00.000",2016,431535.012544369,6694068.42278869,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2016/02/01 00:00:00.000",2016,423806.569985173,6787766.61012807,"LPO anjoux"
"Blaireau européen","Meles meles","157ba6df839554a9b429b2e4a9808e9c5d98bf8a","2015/03/07 00:00:00.000",2015,391949.912858539,6741716.75957323,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2016/02/01 00:00:00.000",2016,426411.349985276,6791995.08012828,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2016/02/01 00:00:00.000",2016,434402.619985591,6808656.01012867,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","98d11dbd2f7757aa72cd444806ea419a0a060e14","2014/11/05 00:00:00.000",2014,477196.809282299,6679249.63693089,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2016/02/01 00:00:00.000",2016,422980.129984989,6751894.46012705,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2016/02/01 00:00:00.000",2016,422471.239984967,6750531.580127,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","98ca1d0a335e55e8b872b26e607f7267fcf3ec4a","2019/06/22 00:00:00.000",2019,446040.711439655,6784095.28011646,"LPO anjoux"
"Blaireau européen","Meles meles","b6ecbae14395b04e57358a2a7047050ebbd5a156","2017/07/17 00:00:00.000",2017,438135.522884747,6727591.21897797,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8def6b459fd1ee11cf8694b5550e28c6bd6f7d73","2020/07/22 00:00:00.000",2020,398564.759720429,6742931.45791304,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","ad23d77eda252242b211217b742c779298241623","2018/06/01 00:00:00.000",2018,427379.590864071,6760873.28546378,"LPO anjoux"
"Blaireau européen","Meles meles","9a8477ac5948d4bafd0d978eeb81c4a7c529f105","2014/10/11 00:00:00.000",2014,332528.626041214,6724924.74514922,"LPO anjoux"
"Blaireau européen","Meles meles","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2016/02/01 00:00:00.000",2016,424151.359985088,6766080.97012747,"LPO anjoux"
"Blaireau européen","Meles meles","de96cf32de95d20ad2ea474f2a94a5043571ce06","2014/03/29 00:00:00.000",2014,388380.323628027,6703218.52974082,"LPO anjoux"
"Blaireau européen","Meles meles","446691511272946faa2ce0830847e1e70e86c3e0","2017/07/17 00:00:00.000",2017,410547.427878147,6737948.85820834,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","eb8e7ac42a530842b22c89c4b2bca3988d6d42bb","2016/02/01 00:00:00.000",2016,422023.659985061,6774861.34012772,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","9a5e2bd6eaa70294f979c3d52691c031b04920cf","2014/09/08 00:00:00.000",2014,427245.24114895,6717045.09328234,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","7e46656b3b6ee3ce71669f9c3de73d0d7dad0a2c","2015/07/11 00:00:00.000",2015,430566.783778435,6778020.99030981,"LPO anjoux"
"Sanglier","Sus scrofa","ba795da29d63ab663fc4c37706748f7786ec9d44","2021/10/09 00:00:00.000",2021,321682.534339997,6687911.62334647,"LPO anjoux"
"Sanglier","Sus scrofa","09bf6c4bf115e5600a3158d5178c9d72b43c8180","2015/01/25 00:00:00.000",2015,336814.367196908,6688638.86988949,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","a35ed69fe828e5df7d1e1fb904fae4041a093aa6","2019/08/09 00:00:00.000",2019,426980.851194921,6778838.64076,"LPO anjoux"
"Sanglier","Sus scrofa","a5a9ad7493caab6cb457df6c08c2b0c960004c56","2021/01/03 00:00:00.000",2021,350338.904615994,6725386.68522339,"LPO anjoux"
"Sanglier","Sus scrofa","253b34ad03a70e0d0ac8a4c98776e0b54d776b0e","2016/04/02 00:00:00.000",2016,418000.776242061,6691413.04631,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","4ff8fbdd8c9ad8747dac55ded5c4090d110131db","2019/04/23 00:00:00.000",2019,458115.506090675,6787997.99037464,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8534d19d67d629d14275beafa3418a5bcfc0496c","2016/05/30 00:00:00.000",2016,422215.775329842,6717310.64497757,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","474e0b42e7655672c3cf4fab1e9c7baa52e59977","2017/05/12 00:00:00.000",2017,405983.335163419,6714227.09525675,"LPO anjoux"
"Blaireau européen","Meles meles","40bab7ea43c6cb8e4a4f6f9ca5373ef60a8e7843","2020/04/10 00:00:00.000",2020,463660.648356706,6725240.54470638,"LPO anjoux"
"Sanglier","Sus scrofa","40bab7ea43c6cb8e4a4f6f9ca5373ef60a8e7843","2020/04/10 00:00:00.000",2020,463657.813248602,6724750.3358823,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","253b34ad03a70e0d0ac8a4c98776e0b54d776b0e","2021/05/30 00:00:00.000",2021,395945.579731407,6694286.70104828,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","781a4239e5ca2d9a27d85dc838b176504ae10fcf","2016/05/30 00:00:00.000",2016,441832.878853792,6759538.58332277,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","c59dbd2d448f429b348303376cb4591b8ed07840","2021/07/12 00:00:00.000",2021,426415.070363704,6750265.8587533,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","157ba6df839554a9b429b2e4a9808e9c5d98bf8a","2015/02/22 00:00:00.000",2015,391949.912858539,6741716.75957323,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","e79dd5402c1ffde0be91f164f06a9a2a53012493","2020/08/20 00:00:00.000",2020,443357.744262323,6734610.91855592,"LPO anjoux"
"Blaireau européen","Meles meles","157ba6df839554a9b429b2e4a9808e9c5d98bf8a","2015/02/22 00:00:00.000",2015,397973.945770717,6739633.8771742,"LPO anjoux"
"Sanglier","Sus scrofa","9a5e2bd6eaa70294f979c3d52691c031b04920cf","2014/04/07 00:00:00.000",2014,409817.26471715,6743510.7903158,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","6be7bff12414ad918b95409b970f2b883db2cc44","2015/02/24 00:00:00.000",2015,418724.505855327,6682328.47040384,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","41d24837cd4761aca111092dbeaa94ee644a2e16","2014/02/10 00:00:00.000",2014,373957.239258871,6704401.74841621,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","ec38c4b64871e4a18512a0421fc1ad2e7b52f7c4","2014/08/27 00:00:00.000",2014,433540.591383743,6763819.92876731,"LPO anjoux"
"Blaireau européen","Meles meles","723e944eb776dd05af01b739533536bbbebaa1e2","2015/11/22 00:00:00.000",2015,435533.12083369,6689292.72420464,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","d9e6dc571df2ffd191921b6e1bc92399d987fa2f","2021/04/11 00:00:00.000",2021,421510.818203295,6768472.74438274,"LPO anjoux"
"Blaireau européen","Meles meles","446691511272946faa2ce0830847e1e70e86c3e0","2017/07/17 00:00:00.000",2017,410182.778594625,6735481.77778474,"LPO anjoux"
"Blaireau européen","Meles meles","723e944eb776dd05af01b739533536bbbebaa1e2","2018/12/09 00:00:00.000",2018,445580.760663629,6700463.1520864,"LPO anjoux"
"Blaireau européen","Meles meles","723e944eb776dd05af01b739533536bbbebaa1e2","2015/11/22 00:00:00.000",2015,435723.594030916,6689206.64411961,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","b6ecbae14395b04e57358a2a7047050ebbd5a156","2017/06/08 00:00:00.000",2017,438553.164410162,6730731.57774851,"LPO anjoux"
"Blaireau européen","Meles meles","723e944eb776dd05af01b739533536bbbebaa1e2","2015/11/22 00:00:00.000",2015,435809.571459899,6688517.94222688,"LPO anjoux"
"Blaireau européen","Meles meles","723e944eb776dd05af01b739533536bbbebaa1e2","2015/06/21 00:00:00.000",2015,466813.52285547,6683264.86240089,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","8534d19d67d629d14275beafa3418a5bcfc0496c","2020/05/07 00:00:00.000",2020,447629.818514355,6677500.62887513,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","4ff8fbdd8c9ad8747dac55ded5c4090d110131db","2019/04/19 00:00:00.000",2019,438876.667905104,6762537.35983549,"LPO anjoux"
"Chevreuil européen","Capreolus capreolus","4ff8fbdd8c9ad8747dac55ded5c4090d110131db","2019/04/19 00:00:00.000",2019,439254.602336095,6762520.62562697,"LPO anjoux"
