"";"GRID_NAME_maille";"nb.data";"nb.dates";"nb.obs";"sr";"Axis1";"Axis2";"lat.wgs84";"lon.wgs84"
"112";"E021N685";6217;908;110;146;0,629019283506703;0,37235012003133;48,6166774211721;-3,59129896920368
"113";"E021N686";86788;2716;261;278;-4,56552353096515;2,18727282335847;48,6990171444725;-3,58915041837879
"114";"E021N687";16474;1020;299;245;-1,25089455848979;-0,722189097127913;48,7805633087249;-3,57247462349144
"115";"E022N670";1347;226;117;149;1,17085080790614;-0,341255166639337;47,3117518030272;-3,23587954496515
"116";"E022N671";3580;397;160;196;0,437939778974719;-0,653073605411312;47,3658235346241;-3,24747451333965
"117";"E022N674";764;238;60;116;1,66197641093578;0,107193902616379;47,6795730148494;-3,29022004579293
"118";"E022N675";117105;3086;705;356;-7,89433371219251;0,973494098454569;47,7163954649812;-3,33823214369866
"119";"E022N676";22638;2229;231;202;-1,6219745634904;0,966592199836898;47,7930693713508;-3,37426065754156
"120";"E022N677";4218;960;114;131;0,768735040982623;0,462435752280067;47,8968781028411;-3,38151554692595
"121";"E022N678";2735;301;82;114;1,50471019490629;0,136871366520199;47,9738592491236;-3,36868356584462
"122";"E022N679";3417;351;64;138;1,30607392860292;0,0852491446240217;48,0762655015883;-3,40456953697954
"123";"E022N680";4733;455;88;165;0,882685364261272;-0,0858279741305469;48,196172127755;-3,40801108527594
"124";"E022N681";1790;387;105;144;1,13624775564552;-0,119497029882127;48,2408392115474;-3,39766157455897
"125";"E022N682";1240;193;77;118;1,60202295496582;0,00405517480699163;48,3479319457831;-3,3827112950032
"126";"E022N683";1198;270;63;112;1,65254650734111;0,161205539424987;48,4396598094172;-3,4393256203102
"127";"E022N684";4824;683;114;136;0,890922684229053;0,215685141045346;48,5175365788556;-3,45111858811845
"128";"E022N685";2117;476;73;112;1,45530703544524;0,31229604938622;48,6216851439087;-3,45138951970798
"129";"E022N686";27912;1903;220;184;-1,36569669176379;0,997139483722955;48,7331033280267;-3,4789754031059
"130";"E022N687";31579;1663;513;265;-3,02432708111023;-0,791107456321716;48,8133647099584;-3,47544611478154
"131";"E022N688";3399;351;253;118;0,828629543649746;-0,471808387782592;48,8827200632;-3,46732062322317
"132";"E023N670";4325;622;158;214;0,118659190494509;-0,577198624879372;47,3021489590901;-3,1590899778861
"133";"E023N671";5183;702;179;218;-0,0660796462164174;-0,599627796229141;47,3498143668888;-3,18046398849851
"134";"E023N672";7449;926;323;238;-0,949136635200484;-1,04634597855438;47,4853780918455;-3,13838760819429
"135";"E023N673";18481;1528;492;300;-2,78603295437708;-1,38197575574626;47,542497971254;-3,14046548128986
"136";"E023N674";44492;2933;495;331;-4,74759376694459;0,123953404087715;47,644364551977;-3,19054196491002
"137";"E023N675";38736;2955;375;296;-3,87869804510777;0,708934120934451;47,7221967910506;-3,19207251127071
"138";"E023N676";31323;2233;210;191;-1,70885766634814;1,32994150483645;47,8247018510066;-3,2077012919888
"139";"E023N677";2357;387;66;131;1,36674773620081;0,133343465018918;47,8997604145049;-3,21910939379287
"140";"E023N678";1791;295;47;106;1,72591176139532;0,29842448435084;47,9967026371389;-3,22304977994351
"141";"E023N679";3761;537;61;144;1,1315562955718;0,211360876560031;48,0944375230269;-3,25845892624467
"142";"E023N680";1433;341;75;119;1,49684975221061;0,128587746641115;48,1767390443816;-3,28274050944702
"143";"E023N681";1587;415;84;119;1,41247271530873;0,158671683855682;48,2804553383991;-3,2754579453204
"144";"E023N682";1661;324;73;138;1,3438299479835;-0,0108954962489767;48,3542436384318;-3,28403292003612
"145";"E023N683";1227;193;53;119;1,67642719160145;0,0856562183987509;48,4376517633087;-3,28839299711813
"146";"E023N684";2332;367;92;119;1,39502831499066;0,107375738658701;48,5453433817523;-3,32437521565603
"147";"E023N685";1337;242;92;106;1,61906450662373;0,077701607500832;48,6299449751496;-3,31012763003652
"148";"E023N686";3418;617;106;152;0,864318409151367;0,0426739405617703;48,736499689667;-3,33384810778573
"149";"E023N687";5595;676;202;209;-0,0621490983387479;-0,631007477951452;48,8187462575948;-3,33941354359056
"150";"E024N670";1572;182;84;160;1,21184246652413;-0,329185927100875;47,2992259457656;-3,07491111290699
"151";"E024N671";1458;182;96;132;1,41627519383312;-0,172408164758528;47,3926576387594;-2,98598081420024
"152";"E024N672";4668;554;227;203;0,0111828333319305;-0,800582108794532;47,4729125017988;-3,08952687933102
"153";"E024N673";19391;1538;453;249;-2,24302087196229;-0,83617119847904;47,5798531889151;-3,06456543481549
"154";"E024N674";12639;2182;306;228;-1,78451158521626;0,227883145784954;47,640839242225;-3,08625205082354
